"id","domain","area","title","method","nonBlocking","codeReferences"
"V2-TOUR-017","Interior tour and project media","tour","Tour supports full-screen","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-018","Interior tour and project media","tour","Tour exits to the same unit card","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-019","Interior tour and project media","tour","Apartment type determines the correct tour set","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-020","Interior tour and project media","tour","Bedroom, living, balcony and kitchen are separately inspectable","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-021","Interior tour and project media","tour","Facility scenes are not mixed into the apartment room graph","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-022","Interior tour and project media","tour","Project sample-home tour is labeled separately from unit type tour","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-023","Interior tour and project media","tour","Panorama poster loads before the viewer","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-024","Interior tour and project media","tour","Panorama failures retain useful project navigation","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-025","Interior tour and project media","tour","No default generic scene is silently reused across every unit","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-026","Interior tour and project media","tour","Scene load and scene change events are measured","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-027","Interior tour and project media","tour","Tour click proof is required before green","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-FAC-01-01","Facilities and amenities","facilities","לובי וקונסיירז׳: has one facility_id used by card, model, plan, panorama and analytics","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-02","Facilities and amenities","facilities","לובי וקונסיירז׳: has a semantic GLB node or authored facility polygon","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-03","Facilities and amenities","facilities","לובי וקונסיירז׳: has a plan/masterplan feature and level","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-04","Facilities and amenities","facilities","לובי וקונסיירז׳: opens from a model or masterplan hotspot","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-05","Facilities and amenities","facilities","לובי וקונסיירז׳: opens from an equivalent accessible list item","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-06","Facilities and amenities","facilities","לובי וקונסיירז׳: opens a real panorama with a 2:1 source","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-07","Facilities and amenities","facilities","לובי וקונסיירז׳: has scene hotspots for functional zones/equipment","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-08","Facilities and amenities","facilities","לובי וקונסיירז׳: shows area and capacity as estimated prototype values","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-09","Facilities and amenities","facilities","לובי וקונסיירז׳: shows equipment/features in buyer language","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-10","Facilities and amenities","facilities","לובי וקונסיירז׳: shows accessibility and route from lobby","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-11","Facilities and amenities","facilities","לובי וקונסיירז׳: supports save/favorite and share","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-12","Facilities and amenities","facilities","לובי וקונסיירז׳: supports ask-a-representative with facility context","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-13","Facilities and amenities","facilities","לובי וקונסיירז׳: returns to the same project/unit context","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-14","Facilities and amenities","facilities","לובי וקונסיירז׳: has a 200/MIME/hash asset proof","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-15","Facilities and amenities","facilities","לובי וקונסיירז׳: does not use another facility image as a substitute","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-01-16","Facilities and amenities","facilities","לובי וקונסיירז׳: has no waiting/developer copy in public UI","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-02-01","Facilities and amenities","facilities","בריכת אינפיניטי ומרפסת Wellness: has one facility_id used by card, model, plan, panorama and analytics","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-02-02","Facilities and amenities","facilities","בריכת אינפיניטי ומרפסת Wellness: has a semantic GLB node or authored facility polygon","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-02-03","Facilities and amenities","facilities","בריכת אינפיניטי ומרפסת Wellness: has a plan/masterplan feature and level","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-02-04","Facilities and amenities","facilities","בריכת אינפיניטי ומרפסת Wellness: opens from a model or masterplan hotspot","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-02-05","Facilities and amenities","facilities","בריכת אינפיניטי ומרפסת Wellness: opens from an equivalent accessible list item","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-02-06","Facilities and amenities","facilities","בריכת אינפיניטי ומרפסת Wellness: opens a real panorama with a 2:1 source","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-02-07","Facilities and amenities","facilities","בריכת אינפיניטי ומרפסת Wellness: has scene hotspots for functional zones/equipment","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-02-08","Facilities and amenities","facilities","בריכת אינפיניטי ומרפסת Wellness: shows area and capacity as estimated prototype values","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-02-09","Facilities and amenities","facilities","בריכת אינפיניטי ומרפסת Wellness: shows equipment/features in buyer language","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-02-10","Facilities and amenities","facilities","בריכת אינפיניטי ומרפסת Wellness: shows accessibility and route from lobby","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-02-11","Facilities and amenities","facilities","בריכת אינפיניטי ומרפסת Wellness: supports save/favorite and share","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
